FID,id,vejkode,vejnavn,park_id,bydel,stativ_type,stativ_placering,stativ_udformning,cykler_retning,antal_pladser,stativ_tilstand,stativ_ejer,stativ_foto,bemaerkning,reg_metode,reg_dato,rettet_dato,budget,projekt,faerdigmelding,projektbeskrivelse,stativ_fjernet,wkb_geometry
cykelstativ.5168,3792,8160,Vennemindevej,0,Østerbro,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Privat,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,0,POINT (12.568940466583884 55.71230891949521)
cykelstativ.5169,7971,8160,Vennemindevej,,Østerbro,Noli,Tæt på facade,Enkeltsidet,Skråt 45 grader,6,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-10-31T12:36:19,2019-10-31T12:41:49.123,,,,,2,POINT (12.569638595357672 55.70965271498053)
cykelstativ.5170,7972,8160,Vennemindevej,,Østerbro,Noli,Tæt på facade,Enkeltsidet,Skråt 45 grader,6,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-10-31T12:36:19,2019-10-31T12:41:49.123,,,,,2,POINT (12.569621737031511 55.70973610002835)
cykelstativ.5171,7973,8160,Vennemindevej,,Østerbro,Noli,Tæt på facade,Enkeltsidet,Skråt 45 grader,6,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-10-31T12:36:19,2019-10-31T12:41:49.123,,,,,2,POINT (12.569594992792473 55.709811713554906)
cykelstativ.5172,7974,8160,Vennemindevej,,Østerbro,Noli,Tæt på facade,Enkeltsidet,Skråt 45 grader,6,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-10-31T12:36:19,2019-10-31T12:41:49.123,,,,,2,POINT (12.569580367551616 55.70987488564881)
cykelstativ.5173,7975,8160,Vennemindevej,,Østerbro,Noli,Tæt på facade,Enkeltsidet,Skråt 45 grader,6,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-10-31T12:36:19,2019-10-31T12:41:49.123,,,,,2,POINT (12.569562282479636 55.709956003755316)
cykelstativ.5174,7976,8160,Vennemindevej,,Østerbro,Noli,Tæt på facade,Enkeltsidet,Skråt 45 grader,6,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-10-31T12:36:19,2019-10-31T12:41:49.123,,,,,2,POINT (12.569550445804138 55.71001621641954)
cykelstativ.5175,7409,8160,Vennemindevej,,,Noli,Tæt på facade,Dobbeltsidet,Vinkelret,4,Ikke registreret,Privat,,,Digitaliseret manuelt,2017-04-03T12:32:54.576,2018-08-09T11:04:28.195,,,,,2,POINT (12.568891909884632 55.71255768890091)
cykelstativ.5176,7410,8160,Vennemindevej,,,Noli,Tæt på facade,Dobbeltsidet,Vinkelret,4,Ikke registreret,Privat,,,Digitaliseret manuelt,2017-04-03T12:32:54.576,2018-08-09T11:04:28.195,,,,,2,POINT (12.568873489760522 55.71261076040376)
cykelstativ.5177,1275,8160,Vennemindevej,0,Østerbro,Model 32,Tæt på facade,Dobbeltsidet,Vinkelret,2,Ikke registreret,Privat,,Tvivl om det er KK´s inventar,Indmålt med GPS,2001-08-08T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.568858964551197 55.71372120701276)
cykelstativ.5178,1274,8160,Vennemindevej,0,Østerbro,Model 32,Tæt på facade,Dobbeltsidet,Vinkelret,2,Ikke registreret,Privat,,Tvivl om det er KK´s inventar,Indmålt med GPS,2001-08-08T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.56883915433458 55.71379038268841)
cykelstativ.5179,2788,8176,Vermlandsgade,0,Amager Øst,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,0,POINT (12.59680914415853 55.668628672190195)
cykelstativ.5180,5928,8176,Vermlandsgade,0,Amager Øst,Bycykelstativ,Ikke registreret,Ikke registreret,Ikke registreret,16,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2015-08-26T13:59:58.188,2018-08-09T11:04:28.195,,,,,0,POINT (12.612513137553922 55.66693941384901)
cykelstativ.5181,1421,8180,Vermundsgade,0,Nørrebro,Andet,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Privat,,,Indmålt med GPS,2001-07-29T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.556698733378603 55.703707642774795)
cykelstativ.5182,7247,8188,Wesselsgade,,Nørrebro,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,3,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,POINT (12.561027543156088 55.686480430322455)
cykelstativ.5183,7199,8200,Westend,,Vesterbro-Kongens Enghave,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,7,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,POINT (12.552409795539678 55.67164972001796)
cykelstativ.5184,1629,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,2,POINT (12.558502956717719 55.672970334145276)
cykelstativ.5185,1634,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.555850342030071 55.67245241704372)
cykelstativ.5186,1633,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.556088518196928 55.67248674474729)
cykelstativ.5187,1623,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.560124139469645 55.67331926743142)
cykelstativ.5188,1568,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Enkeltsidet,Vinkelret,1,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,2,POINT (12.550116651686519 55.67255990914847)
cykelstativ.5189,1566,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Enkeltsidet,Vinkelret,1,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,2,POINT (12.550339633350513 55.67257787174549)
cykelstativ.5190,1567,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,2,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,2,POINT (12.550250667468534 55.67257073806651)
cykelstativ.5191,1572,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.549776429558618 55.67252259990733)
cykelstativ.5192,1570,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,2,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.549949518825176 55.67254303377881)
cykelstativ.5193,1565,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Enkeltsidet,Skråt 45 grader,20,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.551087092167403 55.67276835998463)
cykelstativ.5194,1564,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.55125990795957 55.67277203187828)
cykelstativ.5195,1563,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.55130769260334 55.672772979033404)
cykelstativ.5196,1562,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Enkeltsidet,Vinkelret,2,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.551365108881035 55.672775553694564)
cykelstativ.5197,1561,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.551811125569879 55.672753192161984)
cykelstativ.5198,1560,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.552117683669696 55.67258248745869)
cykelstativ.5199,1559,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.552038749628075 55.67273724727206)
cykelstativ.5200,1558,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.552301385075872 55.67256866366273)
cykelstativ.5201,1557,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.552288691862984 55.67271800734946)
cykelstativ.5202,1556,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.552696802288837 55.67253503298626)
cykelstativ.5203,1555,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.552584264297225 55.67269737670971)
cykelstativ.5204,1554,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.552832238803571 55.67252914995225)
cykelstativ.5205,1553,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.553017721128192 55.672512301262856)
cykelstativ.5206,1552,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.552884872661952 55.67267379121266)
cykelstativ.5207,1551,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.55307295632815 55.6726574194359)
cykelstativ.5208,1550,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Ikke registreret,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.553314194073932 55.67263247323714)
cykelstativ.5209,1549,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.553606324733176 55.67260434206251)
cykelstativ.5210,1548,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.554034205355013 55.672408961300945)
cykelstativ.5211,7764,8204,Vesterbrogade,,Vesterbro-Kongens Enghave,Noli,På plads,Enkeltsidet,Vinkelret,30,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2018-07-06T12:51:27.133,2018-08-09T11:04:28.195,,fase 3,,,2,POINT (12.555313779793398 55.6722104108008)
cykelstativ.5212,118,8204,Vesterbrogade,0,Indre By,NO,På plads,Dobbeltsidet,Vinkelret,20,Ikke registreret,Offentligt, ,,Ikke registreret,2001-08-08T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.564989929528215 55.67505637328094)
cykelstativ.5213,2148,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,Andet,På facade,Enkeltsidet,Skråt 45 grader,6,Ikke registreret,Privat, ,,Ikke registreret,,2018-08-09T11:04:28.195,,,,,2,POINT (12.560874906659413 55.673572574734486)
cykelstativ.5214,4437,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,Tæt på facade,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.549415073197938 55.672649251891556)
cykelstativ.5215,1637,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,2,POINT (12.55794946455394 55.67271848426152)
cykelstativ.5216,1630,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,2,POINT (12.558204722910943 55.672904456837465)
cykelstativ.5217,1635,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.554290717644921 55.672383845014416)
cykelstativ.5218,2671,8204,Vesterbrogade,0,Indre By,NO,Ikke registreret,Enkeltsidet,Skråt 45 grader,30,Ikke registreret,Offentligt,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,POINT (12.566257178628856 55.67509981780212)
cykelstativ.5219,7237,8204,Vesterbrogade,,Vesterbro-Kongens Enghave,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,36,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,POINT (12.551105379749732 55.67277424194674)
cykelstativ.5220,129,8204,Vesterbrogade,0,Indre By,NO,På gadeareal,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,Offentligt, ,,Ikke registreret,2001-07-31T00:00:00,2018-08-09T11:04:28.195,,,,,2,POINT (12.566877436296888 55.675302433512826)
cykelstativ.5221,7591,8204,Vesterbrogade,,Vesterbro-Kongens Enghave,Noli,Ikke registreret,Ikke registreret,Ikke registreret,8,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-10-13T15:28:48.018,2018-08-09T11:04:28.195,2013,fase 3,,,2,POINT (12.5512058042869 55.67276853819113)
cykelstativ.5222,1622,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På gadeareal,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Offentligt, ,,Ikke registreret,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.562336125462776 55.67377117388517)
cykelstativ.5223,126,8204,Vesterbrogade,0,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,12,Ikke registreret,Offentligt, ,,Ikke registreret,2001-07-31T00:00:00,2018-08-09T11:04:28.195,,,,,2,POINT (12.566458513581102 55.675160406933124)
cykelstativ.5224,6472,8204,Vesterbrogade,0,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,Offentligt, ,,Digitaliseret manuelt,2001-07-31T00:00:00,2018-08-09T11:04:28.195,,,,,2,POINT (12.566550490081463 55.67540117667036)
cykelstativ.5225,6473,8204,Vesterbrogade,0,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,Offentligt, ,,Digitaliseret manuelt,2001-07-31T00:00:00,2018-08-09T11:04:28.195,,,,,2,POINT (12.566791124936854 55.67548813394288)
cykelstativ.5226,68,8204,Vesterbrogade,0,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Ikke registreret,22,Ikke registreret,Offentligt, ,,Ikke registreret,2001-07-31T00:00:00,2018-08-09T11:04:28.195,,,,,2,POINT (12.567252729845332 55.67543114989484)
cykelstativ.5227,3481,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,Offentligt,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,0,POINT (12.548278766023687 55.67211730500672)
cykelstativ.5228,2156,8204,Vesterbrogade,0,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,7,Ikke registreret,Offentligt, ,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,0,POINT (12.561801485166212 55.674032885444475)
cykelstativ.5229,2154,8204,Vesterbrogade,0,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,7,Ikke registreret,Offentligt, ,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,0,POINT (12.561914109916334 55.67404980750482)
cykelstativ.5230,4371,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,12,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.543880212109444 55.67103658019823)
cykelstativ.5231,1573,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,20,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.546223630623007 55.67187020011673)
cykelstativ.5232,1577,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,20,Ikke registreret,Offentligt,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.548985381595024 55.67226849219139)
cykelstativ.5233,128,8204,Vesterbrogade,0,Indre By,NO,På fortov,Enkeltsidet,Skråt 45 grader,35,Ikke registreret,Offentligt, ,,Ikke registreret,2001-07-31T00:00:00,2018-08-09T11:04:28.195,,,,,2,POINT (12.566689379311102 55.67523831377811)
cykelstativ.5234,122,8204,Vesterbrogade,0,Indre By,NO,På fortov,Enkeltsidet,Skråt 45 grader,20,Ikke registreret,Offentligt, ,2x10 pladser,Digitaliseret manuelt,2001-07-31T00:00:00,2018-08-09T11:04:28.195,,,,,2,POINT (12.566515189476963 55.67543083640011)
cykelstativ.5235,1621,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt, ,,Ikke registreret,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,2,POINT (12.564189309267523 55.67429310299521)
cykelstativ.5236,1620,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt, ,,Ikke registreret,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,2,POINT (12.564101037076645 55.67426639755593)
cykelstativ.5237,2149,8204,Vesterbrogade,0,Indre By,NO,På fortov,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Offentligt, ,,Ikke registreret,,2018-08-09T11:04:28.195,,,,,2,POINT (12.561242970459276 55.67374288588479)
cykelstativ.5238,2150,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,Ikke registreret,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt, ,,Ikke registreret,,2018-08-09T11:04:28.195,,,,,2,POINT (12.561845407124133 55.673490915955334)
cykelstativ.5239,1571,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,2,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.54986901063838 55.6725325550414)
cykelstativ.5240,4447,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.557976206806531 55.67286093444424)
cykelstativ.5241,1631,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,2,POINT (12.55786887637299 55.67283223292326)
cykelstativ.5242,1524,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt, ,,Ikke registreret,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,2,POINT (12.564273499353163 55.67432237809306)
cykelstativ.5243,1632,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,2,POINT (12.557730645083607 55.67280361149594)
cykelstativ.5244,4445,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.557632507805028 55.67278907733362)
cykelstativ.5245,1636,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,2,POINT (12.55779689253534 55.67268711141517)
cykelstativ.5246,1638,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,2,POINT (12.558085754842311 55.67274413082137)
cykelstativ.5247,1547,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Indmålt med GPS,2001-08-26T00:00:00,2018-08-09T11:04:28.195,,,,,2,POINT (12.558347689928919 55.672795614039096)
cykelstativ.5248,6467,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Enkeltsidet,Ikke registreret,28,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-01-31T11:23:02.665,2018-08-09T11:04:28.195,,,,,2,POINT (12.555377735616544 55.67279419821225)
cykelstativ.5249,4565,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.557660238726156 55.67266409454488)
cykelstativ.5250,4567,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.554164345805097 55.67240140407012)
cykelstativ.5251,4446,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.558098963417192 55.67288524197329)
cykelstativ.5252,4444,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.556341788815034 55.67252562146349)
cykelstativ.5253,4442,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Enkeltsidet,Vinkelret,2,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.552755869465043 55.672685067027885)
cykelstativ.5254,4441,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Enkeltsidet,Vinkelret,2,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.552642924549803 55.6726883387152)
cykelstativ.5255,4439,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Enkeltsidet,Vinkelret,2,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.552127788881212 55.67273539631746)
cykelstativ.5256,4438,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Enkeltsidet,Vinkelret,2,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.551904190232358 55.67274489454934)
cykelstativ.5257,4448,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.560584400171152 55.67342736651387)
cykelstativ.5258,4428,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,Andet,På fortov,Enkeltsidet,Vinkelret,5,Ikke registreret,Privat,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.546443218870252 55.6716831569873)
cykelstativ.5259,4427,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,Andet,På fortov,Enkeltsidet,Vinkelret,5,Ikke registreret,Privat,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.546488964128917 55.67169906352397)
cykelstativ.5260,4423,8204,Vesterbrogade,0,Vesterbro-Kongens Enghave,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.551937357337472 55.67259817388192)
